contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,OptionType,ExpiryDate
QQQ240507C00444000,2024-05-07 18:03:07+00:00,444.0,0.02,0.01,0.02,-0.13000001,-86.66667,34878.0,3546.0,0.08301698242187502,False,REGULAR,USD,Call,2024-05-07
QQQ240507C00445000,2024-05-07 18:02:37+00:00,445.0,0.01,0.0,0.01,-0.07,-87.5,17465.0,5972.0,0.09180595703125,False,REGULAR,USD,Call,2024-05-07
QQQ240507C00446000,2024-05-07 18:03:00+00:00,446.0,0.01,0.0,0.01,-0.04,-80.00001,5565.0,2287.0,0.10938390625,False,REGULAR,USD,Call,2024-05-07
QQQ240507C00447000,2024-05-07 18:01:31+00:00,447.0,0.01,0.0,0.01,-0.02,-66.66667,2828.0,1675.0,0.12500875,False,REGULAR,USD,Call,2024-05-07
QQQ240507C00448000,2024-05-07 18:01:09+00:00,448.0,0.01,0.0,0.01,-0.01,-50.0,4921.0,1189.0,0.14063359375,False,REGULAR,USD,Call,2024-05-07
QQQ240507C00449000,2024-05-07 15:48:49+00:00,449.0,0.01,0.0,0.0,0.0,0.0,308.0,491.0,0.062509375,False,REGULAR,USD,Call,2024-05-07
QQQ240507C00450000,2024-05-07 17:39:26+00:00,450.0,0.01,0.0,0.01,0.0,0.0,253.0,1323.0,0.17188328125000002,False,REGULAR,USD,Call,2024-05-07
QQQ240507C00451000,2024-05-07 16:44:11+00:00,451.0,0.01,0.0,0.01,0.0,0.0,56.0,1686.0,0.187508125,False,REGULAR,USD,Call,2024-05-07
QQQ240507C00452000,2024-05-07 15:30:17+00:00,452.0,0.01,0.0,0.01,0.0,0.0,8.0,534.0,0.20313296874999998,False,REGULAR,USD,Call,2024-05-07
QQQ240507C00453000,2024-05-07 16:34:56+00:00,453.0,0.01,0.0,0.01,0.0,0.0,15.0,199.0,0.21875781249999998,False,REGULAR,USD,Call,2024-05-07
QQQ240507C00454000,2024-05-07 16:53:10+00:00,454.0,0.01,0.0,0.01,0.0,0.0,4.0,40.0,0.2304764453125,False,REGULAR,USD,Call,2024-05-07
QQQ240507C00455000,2024-05-07 15:00:00+00:00,455.0,0.01,0.0,0.01,0.0,0.0,30.0,527.0,0.2461012890625,False,REGULAR,USD,Call,2024-05-07
QQQ240507C00456000,2024-05-03 18:56:55+00:00,456.0,0.01,0.0,0.01,0.0,0.0,1.0,10.0,0.2617261328125,False,REGULAR,USD,Call,2024-05-07
QQQ240507C00457000,2024-05-06 13:45:49+00:00,457.0,0.01,0.0,0.01,0.0,0.0,1.0,17.0,0.273444765625,False,REGULAR,USD,Call,2024-05-07
QQQ240507C00458000,2024-05-03 19:27:52+00:00,458.0,0.01,0.0,0.01,0.0,0.0,1.0,60.0,0.2890696093749999,False,REGULAR,USD,Call,2024-05-07
QQQ240507C00460000,2024-05-03 18:08:39+00:00,460.0,0.01,0.0,0.01,0.0,0.0,20.0,105.0,0.32031929687499994,False,REGULAR,USD,Call,2024-05-07
QQQ240507C00461000,2024-05-01 15:05:27+00:00,461.0,0.01,0.0,0.01,0.0,0.0,,2.0,0.3320379296875,False,REGULAR,USD,Call,2024-05-07
QQQ240507P00360000,2024-05-02 16:30:39+00:00,360.0,0.02,0.0,0.01,0.0,0.0,4.0,142.0,1.21875390625,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00370000,2024-04-30 14:44:58+00:00,370.0,0.03,0.0,0.01,0.0,0.0,2.0,8.0,1.0625046875000002,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00371000,2024-05-02 15:02:07+00:00,371.0,0.02,0.0,0.01,0.0,0.0,,100.0,1.0312548437500002,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00375000,2024-05-01 19:01:16+00:00,375.0,0.03,0.0,0.01,0.0,0.0,,30.0,0.9687503125,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00378000,2024-05-03 14:09:13+00:00,378.0,0.01,0.0,0.01,0.0,0.0,10.0,10.0,0.937500625,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00379000,2024-05-02 18:11:57+00:00,379.0,0.03,0.0,0.01,0.0,0.0,,50.0,0.9062509375,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00380000,2024-05-03 19:09:21+00:00,380.0,0.01,0.0,0.01,0.0,0.0,500.0,894.0,0.9062509375,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00383000,2024-05-02 14:06:51+00:00,383.0,0.04,0.0,0.01,0.0,0.0,,120.0,0.85937640625,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00384000,2024-05-03 15:11:41+00:00,384.0,0.01,0.0,0.01,0.0,0.0,20.0,20.0,0.8437515624999999,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00385000,2024-05-03 15:11:53+00:00,385.0,0.01,0.0,0.01,0.0,0.0,21.0,22.0,0.8281267187499999,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00386000,2024-05-02 20:07:25+00:00,386.0,0.02,0.0,0.01,0.0,0.0,,56.0,0.8125018749999999,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00387000,2024-05-03 14:15:51+00:00,387.0,0.01,0.0,0.01,0.0,0.0,10.0,10.0,0.8125018749999999,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00388000,2024-05-03 14:16:02+00:00,388.0,0.01,0.0,0.01,0.0,0.0,12.0,12.0,0.7812521875,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00389000,2024-05-03 17:03:46+00:00,389.0,0.01,0.0,0.01,0.0,0.0,110.0,110.0,0.7812521875,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00390000,2024-05-03 19:53:28+00:00,390.0,0.01,0.0,0.01,0.0,0.0,491.0,453.0,0.7500025,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00391000,2024-05-03 17:38:21+00:00,391.0,0.01,0.0,0.01,0.0,0.0,122.0,169.0,0.7500025,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00392000,2024-05-03 17:38:16+00:00,392.0,0.01,0.0,0.01,0.0,0.0,112.0,113.0,0.7187528125,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00393000,2024-05-03 20:00:53+00:00,393.0,0.01,0.0,0.01,0.0,0.0,38.0,316.0,0.7187528125,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00394000,2024-05-02 14:06:51+00:00,394.0,0.06,0.0,0.01,0.0,0.0,,220.0,0.6875031250000001,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00395000,2024-05-01 19:04:19+00:00,395.0,0.03,0.0,0.01,0.0,0.0,,96.0,0.6875031250000001,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00396000,2024-05-02 17:15:01+00:00,396.0,0.04,0.0,0.01,0.0,0.0,,3.0,0.6562534375000001,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00397000,2024-05-06 13:53:33+00:00,397.0,0.01,0.0,0.01,0.0,0.0,1.0,27.0,0.6562534375000001,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00398000,2024-05-07 13:38:15+00:00,398.0,0.01,0.0,0.01,0.0,0.0,50.0,25.0,0.64062859375,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00399000,2024-05-02 16:06:04+00:00,399.0,0.05,0.0,0.01,0.0,0.0,,93.0,0.6250037500000001,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00400000,2024-05-06 17:32:32+00:00,400.0,0.01,0.0,0.01,0.0,0.0,31.0,798.0,0.6093789062500001,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00401000,2024-05-06 13:30:59+00:00,401.0,0.01,0.0,0.01,0.0,0.0,5.0,108.0,0.5937540625000001,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00402000,2024-05-06 13:48:08+00:00,402.0,0.01,0.0,0.01,0.0,0.0,3.0,255.0,0.57812921875,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00403000,2024-05-06 15:45:55+00:00,403.0,0.01,0.0,0.01,0.0,0.0,393.0,976.0,0.5625043750000001,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00404000,2024-05-07 13:37:54+00:00,404.0,0.01,0.0,0.01,0.0,0.0,99.0,811.0,0.5468795312500001,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00405000,2024-05-06 16:19:09+00:00,405.0,0.01,0.0,0.01,0.0,0.0,258.0,661.0,0.5312546875,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00406000,2024-05-07 13:35:46+00:00,406.0,0.01,0.0,0.0,0.0,0.0,5.0,1408.0,0.2500075,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00407000,2024-05-07 17:32:06+00:00,407.0,0.01,0.0,0.01,0.0,0.0,1.0,675.0,0.500005,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00408000,2024-05-07 15:10:01+00:00,408.0,0.01,0.0,0.01,0.0,0.0,105.0,1124.0,0.500005,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00409000,2024-05-06 13:43:02+00:00,409.0,0.01,0.0,0.01,0.0,0.0,278.0,1065.0,0.51562984375,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00410000,2024-05-06 19:56:53+00:00,410.0,0.01,0.0,0.01,0.0,0.0,3.0,863.0,0.500005,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00411000,2024-05-07 14:52:06+00:00,411.0,0.01,0.0,0.01,0.0,0.0,15.0,917.0,0.48438015625,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00412000,2024-05-07 17:04:42+00:00,412.0,0.01,0.0,0.01,0.0,0.0,1.0,805.0,0.4687553125,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00413000,2024-05-07 14:57:50+00:00,413.0,0.01,0.0,0.01,0.0,0.0,35.0,2479.0,0.45313046875,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00414000,2024-05-07 13:48:55+00:00,414.0,0.01,0.0,0.01,0.0,0.0,40.0,927.0,0.437505625,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00415000,2024-05-07 15:45:13+00:00,415.0,0.01,0.0,0.01,0.0,0.0,14.0,2491.0,0.42188078125,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00416000,2024-05-07 15:21:22+00:00,416.0,0.01,0.0,0.01,0.0,0.0,2.0,744.0,0.4062559375,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00417000,2024-05-06 19:57:01+00:00,417.0,0.01,0.0,0.01,-0.01,-50.0,5.0,2779.0,0.39063109375,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00418000,2024-05-07 17:43:35+00:00,418.0,0.01,0.0,0.01,0.0,0.0,192.0,1768.0,0.37500625,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00419000,2024-05-07 15:47:19+00:00,419.0,0.01,0.0,0.01,0.0,0.0,11.0,1869.0,0.35938140625,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00420000,2024-05-07 17:13:30+00:00,420.0,0.01,0.0,0.01,0.0,0.0,45.0,1419.0,0.3437565625,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00421000,2024-05-07 17:16:15+00:00,421.0,0.01,0.0,0.01,0.0,0.0,11.0,1445.0,0.32813171874999997,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00422000,2024-05-06 20:03:11+00:00,422.0,0.01,0.0,0.01,0.0,0.0,18.0,1134.0,0.31250687499999996,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00423000,2024-05-07 14:16:45+00:00,423.0,0.01,0.0,0.01,0.0,0.0,10.0,1865.0,0.29688203124999996,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00424000,2024-05-07 16:51:01+00:00,424.0,0.01,0.0,0.01,0.0,0.0,118.0,943.0,0.28125718749999995,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00425000,2024-05-07 17:58:19+00:00,425.0,0.01,0.0,0.01,-0.01,-50.0,116.0,2844.0,0.26563234375,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00426000,2024-05-07 15:47:22+00:00,426.0,0.01,0.0,0.01,0.0,0.0,364.0,1308.0,0.2500075,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00427000,2024-05-07 17:32:12+00:00,427.0,0.01,0.0,0.01,-0.01,-50.0,154.0,4242.0,0.23438265625,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00428000,2024-05-07 16:55:16+00:00,428.0,0.01,0.0,0.01,-0.01,-50.0,441.0,1244.0,0.21875781249999998,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00429000,2024-05-07 18:00:37+00:00,429.0,0.01,0.0,0.01,-0.01,-50.0,10978.0,4998.0,0.20313296874999998,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00430000,2024-05-07 17:51:06+00:00,430.0,0.01,0.0,0.01,-0.01,-50.0,4883.0,5944.0,0.18360191406249998,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00431000,2024-05-07 17:59:20+00:00,431.0,0.01,0.0,0.01,-0.03,-75.0,2376.0,2872.0,0.16797707031250003,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00432000,2024-05-07 17:57:13+00:00,432.0,0.01,0.0,0.01,-0.03,-75.0,1919.0,6723.0,0.15235222656250003,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00433000,2024-05-07 17:59:13+00:00,433.0,0.01,0.0,0.01,-0.07,-87.5,3839.0,3621.0,0.13672738281250002,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00434000,2024-05-07 18:01:31+00:00,434.0,0.01,0.01,0.02,-0.1,-90.90909,5662.0,6592.0,0.13086806640624998,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00435000,2024-05-07 18:01:14+00:00,435.0,0.02,0.02,0.03,-0.17,-85.0,16258.0,6503.0,0.1211025390625,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00436000,2024-05-07 18:02:42+00:00,436.0,0.03,0.03,0.04,-0.25,-89.28571,14129.0,6014.0,0.10743080078125,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00437000,2024-05-07 18:03:13+00:00,437.0,0.05,0.04,0.05,-0.35,-89.74359,30998.0,7428.0,0.090829404296875,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00438000,2024-05-07 18:02:35+00:00,438.0,0.11,0.1,0.11,-0.46999997,-81.03448,53483.0,6382.0,0.08399353515625002,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00439000,2024-05-07 18:03:02+00:00,439.0,0.21,0.21,0.22,-0.65000004,-76.47059,68153.0,6274.0,0.07422800781250001,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00440000,2024-05-07 18:03:02+00:00,440.0,0.44,0.44,0.45,-0.78000003,-64.46281,149726.0,4088.0,0.0639742041015625,False,REGULAR,USD,Put,2024-05-07
QQQ240507P00441000,2024-05-07 18:03:03+00:00,441.0,0.9,0.92,0.93,-0.84000003,-47.727272,144221.0,1088.0,0.054696953125,True,REGULAR,USD,Put,2024-05-07
QQQ240507P00442000,2024-05-07 18:02:35+00:00,442.0,1.61,1.65,1.71,-0.7800001,-32.098766,76678.0,1832.0,0.038095556640625,True,REGULAR,USD,Put,2024-05-07
QQQ240507P00443000,2024-05-07 17:59:57+00:00,443.0,2.72,2.48,2.58,-0.38999987,-12.540189,6447.0,160.0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-05-07
QQQ240507P00444000,2024-05-07 18:01:25+00:00,444.0,3.56,3.52,3.63,-0.5100002,-12.530718,2078.0,205.0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-05-07
QQQ240507P00445000,2024-05-07 18:02:11+00:00,445.0,4.55,4.52,4.63,-0.4499998,-8.999996,1219.0,638.0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-05-07
QQQ240507P00446000,2024-05-07 17:52:11+00:00,446.0,5.45,5.44,5.55,-0.64000034,-10.509036,188.0,5.0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-05-07
QQQ240507P00450000,2024-05-07 17:50:29+00:00,450.0,9.24,9.52,9.63,-1.8200006,-16.455702,107.0,8.0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-05-07
QQQ240507P00455000,2024-05-07 16:03:30+00:00,455.0,13.3,14.43,14.54,-2.5999994,-16.352198,2.0,2.0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-05-07
QQQ240507P00459000,2024-05-07 13:37:29+00:00,459.0,18.2,18.61,18.72,-0.72999954,-3.8563104,13.0,3.0,0.32813171874999997,True,REGULAR,USD,Put,2024-05-07
QQQ240507P00465000,2024-05-03 18:18:35+00:00,465.0,29.12,24.53,24.65,0.0,0.0,1.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,Put,2024-05-07
QQQ240508C00380000,2024-05-06 18:52:03+00:00,380.0,60.85,60.43,60.58,1.8099976,3.065714,1.0,21.0,0.96289099609375,True,REGULAR,USD,Call,2024-05-08
QQQ240508C00385000,2024-05-06 16:04:56+00:00,385.0,53.08,55.38,55.55,0.0,0.0,3.0,3.0,0.860352958984375,True,REGULAR,USD,Call,2024-05-08
QQQ240508C00389000,2024-05-01 18:50:26+00:00,389.0,39.76,51.38,51.55,0.0,0.0,,5.0,0.8027363476562499,True,REGULAR,USD,Call,2024-05-08
QQQ240508C00390000,2024-05-07 17:49:12+00:00,390.0,51.0,50.5,50.67,1.6599998,3.36441,5.0,0.0,0.85937640625,True,REGULAR,USD,Call,2024-05-08
QQQ240508C00406000,2024-05-03 17:21:54+00:00,406.0,35.63,34.51,34.65,6.1800003,20.98472,1.0,1.0,0.6123085644531252,True,REGULAR,USD,Call,2024-05-08
QQQ240508C00407000,2024-05-07 17:25:55+00:00,407.0,34.73,33.51,33.65,6.33,22.288733,2.0,1.0,0.596683720703125,True,REGULAR,USD,Call,2024-05-08
QQQ240508C00408000,2024-05-07 17:40:24+00:00,408.0,33.58,32.44,32.58,6.080002,22.109098,1.0,2.0,0.55273884765625,True,REGULAR,USD,Call,2024-05-08
QQQ240508C00409000,2024-05-03 17:43:41+00:00,409.0,26.17,31.47,31.61,0.0,0.0,2.0,138.0,0.5507857421875001,True,REGULAR,USD,Call,2024-05-08
QQQ240508C00410000,2024-05-07 15:17:32+00:00,410.0,31.67,30.44,30.58,5.8099995,22.467129,2.0,138.0,0.5224657128906249,True,REGULAR,USD,Call,2024-05-08
QQQ240508C00411000,2024-05-06 14:07:42+00:00,411.0,27.11,29.49,29.64,0.0,0.0,6.0,68.0,0.5297898583984376,True,REGULAR,USD,Call,2024-05-08
QQQ240508C00412000,2024-05-03 13:30:01+00:00,412.0,22.46,28.53,28.68,0.0,0.0,1.0,52.0,0.5283250292968751,True,REGULAR,USD,Call,2024-05-08
QQQ240508C00413000,2024-05-06 19:01:30+00:00,413.0,26.01,27.42,27.56,0.0,0.0,2.0,38.0,0.49707534179687507,True,REGULAR,USD,Call,2024-05-08
QQQ240508C00414000,2024-05-02 19:02:22+00:00,414.0,13.69,26.54,26.69,0.0,0.0,,151.0,0.500005,True,REGULAR,USD,Call,2024-05-08
QQQ240508C00415000,2024-05-07 16:23:22+00:00,415.0,26.68,25.43,25.57,2.8000011,11.725299,8.0,133.0,0.46973186523437505,True,REGULAR,USD,Call,2024-05-08
QQQ240508C00416000,2024-05-03 14:43:44+00:00,416.0,18.91,24.42,24.57,0.0,0.0,1.0,136.0,0.454107021484375,True,REGULAR,USD,Call,2024-05-08
QQQ240508C00417000,2024-05-06 16:22:28+00:00,417.0,20.45,23.5,23.65,0.0,0.0,1.0,250.0,0.4624077197265626,True,REGULAR,USD,Call,2024-05-08
